supplier,supplier_label,supplier_name,spend,transactions
113184,Sale Moor Com. Partnership Ltd,Sale Moor Com. Partnership Ltd,41231.0,8
GB125472033,Maria Mallaband Ltd,Maria Mallaband Ltd,41133.71,75
GB259205205,View Associates Ltd,View Associates Ltd,41100.0,27
165171,Willow House Ltd,Willow House Ltd,40977.020000000004,40
125793,Let's Play (NW) Ltd,Let's Play (NW) Ltd,40950.0,1
GB278450965,A Way With Media Productions Ltd,A Way With Media Productions Ltd,40783.8,7
156518,Porthaven Care Homes LLP,Porthaven Care Homes LLP,40750.0,12
164616,Caretech Holdings Plc,Caretech Holdings Plc,40673.77,11
102032,TRAFFORD LABOUR GROUP,TRAFFORD LABOUR GROUP,40511.17,20
115864,North Trafford Group Practice,North Trafford Group Practice,40496.0,59
158517,The Urban Fitness Collective CIC,The Urban Fitness Collective CIC,40250.0,4
GB440356767,Reach Publishing Services Ltd,Reach Publishing Services Ltd,39890.66,20
GB616037952,K J Lines Limited,K J Lines Limited,39856.36,15
167117,Kilter Care Ltd,Kilter Care Ltd,39441.55,13
168002,Sevaline Carehomes Ltd,Sevaline Carehomes Ltd,39405.59,28
167071,Salford Care & Support Services Ltd,Salford Care & Support Services Ltd,39368.42,62
153065,Complete Care and Enablement Servic,Complete Care and Enablement Servic,39280.53,18
168183,Serenity Housing Support Ltd,Serenity Housing Support Ltd,39049.51,34
166236,Lentulus Properties Ltd,Lentulus Properties Ltd,38728.659999999996,21
152081,Acorn Recovery Projects,Acorn Recovery Projects,38678.57,14
168178,The Ark Groups - Dunham School Hous,The Ark Groups - Dunham School Hous,38633.19,9
GB900548743,Thomson Reuters (Prof) UK Ltd,Thomson Reuters (Prof) UK Ltd,38632.8,3
168110,Knowle Court Ltd,Knowle Court Ltd,38604.41,26
GB110880934,Bolinda UK Ltd,Bolinda UK Ltd,38368.950000000004,11
137866,Fairfield Residential Ltd,Fairfield Residential Ltd,38284.0,4
GB791783874,Radius Housing Association,Radius Housing Association,38206.79,17
GB823818226,Bytes Software Services Ltd,Bytes Software Services Ltd,38178.46,19
GB118646012,FieldTurf Tarkett SAS,FieldTurf Tarkett SAS,37989.86,2
GB807445919,Restore Digital Ltd,Restore Digital Ltd,37884.61,27
163435,Jots Consultancy Ltd,Jots Consultancy Ltd,37807.0,10
165646,Horizon Fostering Services Ltd,Horizon Fostering Services Ltd,37742.09,24
GB253494491,Maxwell Bond Ltd - Temp Placements,Maxwell Bond Ltd - Perm Placements,37638.3,5
101300,The Urmston Group Practice,The Urmston Group Practice,37261.0,52
166483,Westerton Care LLP,Westerton Care LLP,37062.87,98
148723,Dryclough Manor,Dryclough Manor,37057.33,42
GB849318005,Skills Recruitment Limited,Skills Recruitment Limited,37000.0,1
168484,South Manchester Care Ltd (Childrn),South Manchester Care Ltd (Childrn),36975.0,31
106318,Old Trafford Junior AFC,Old Trafford Junior AFC,36828.0,3
GB108221356,Access UK Ltd,Access UK Ltd,36818.88,1
103102,Crossford Bridge Management Assoc,Crossford Bridge Management Assoc,36766.0,2
GB642720651,Yorkshire Purchasing Organisation,Yorkshire Purchasing Organisation,36747.14,536
164719,WT UK Opco 4 Limited,WT UK Opco 4 Limited,36679.71,36
167746,MatherCare Limited,MatherCare Limited,36587.5,57
149979,Vision Beyond Autism CIC,Vision Beyond Autism CIC,36450.98,39
158707,Little Bollington CE Primary School,Little Bollington CE Primary School,36399.31,21
GB214466226,iESE Innovation Ltd,iESE Innovation Ltd,36333.0,2
168668,Aroma Care People Ltd,Aroma Care People Ltd,36247.94,6
GB403301421,A T Nolan Ltd,A T Nolan Ltd,36230.33,36
168339,Kingswood Property Group Ltd,Kingswood Property Group Ltd,36198.0,21
165753,CSIN CIC,CSIN CIC,36195.0,12
134272,The Delamere Medical Practice,The Delamere Medical Practice,36192.0,44
GB243663406,Water Plus Limited,Water Plus Limited,36124.69,140
GB497562044,Petty Pool College & Outdoor Centre,Petty Pool College & Outdoor Centre,36098.82,6
168513,Dales Care Home Ltd,Dales Care Home Ltd,35903.869999999995,22
104156,Abbotsford Care Home Ltd,Abbotsford Care Home Ltd,35865.909999999996,14
GB380190900,Changing Minds Wellbeing Ltd,Changing Minds Wellbeing Ltd,35853.34,12
481207014,The Birtenshaw Group,The Birtenshaw Group,35629.54,3
GB479394430,Cheadle Hulme School Ltd,Cheadle Hulme School Ltd,35617.0,13
166783,Bee Pedal Ready CIC,Bee Pedal Ready CIC,35400.0,7
164959,Intact Projects,Intact Projects,35399.93,86
165229,Bradshaw Manor Care Home Limited,Bradshaw Manor Care Home Limited,35314.47,21
GB289489717,Oxygen Finance Ltd,Oxygen Finance Ltd,35090.92,25
155478,Lily Care Ltd T/A Limefield Court,Lily Care Ltd T/A Limefield Court,34955.11,21
165754,Gtr Mcr Independent School Ltd,Gtr Mcr Independent School Ltd,34803.33,2
GB425297779,Rennsolution Limited,Rennsolution Limited,34672.0,11
GB170587983,Satellite and Terrestrial Works Ltd,Satellite and Terrestrial Works Ltd,34518.67,15
GB125658460,Normans (Burton-on-Trent) Ltd,Normans (Burton-on-Trent) Ltd,34406.99,67
GB477640221,Car Hire Day of Swansea Ltd,Car Hire Day of Swansea Ltd,34209.36,40
GB414035637,IEG4 Ltd,IEG4 Ltd,34200.0,2
GB116300129,Boots UK Ltd,Boots UK Ltd,33972.53,206
150871,Healthwatch Trafford Ltd,Healthwatch Trafford,33900.75,3
156221,Autism+ PA Services Ltd,Autism+ PA Services Ltd,33772.53,32
GB864455303,QA LTD,QA LTD,33651.0,5
166777,North Trafford PCN,North Trafford PCN,33107.36,4
164113,Trafford Rape Crisis Ltd,Trafford Rape Crisis Ltd,33099.0,5
161016,Fostering Ltd,Fostering Ltd,32764.600000000002,14
158386,Paypoint,Paypoint,32760.0,52
100372,Alpha Plus Fostering Ltd,Alpha Plus Fostering Ltd,32290.63,17
GB481044017,Castlefield Campus,Castlefield Campus,32290.239999999998,4
103760,Boundary House Medical Centre,Boundary House Medical Centre,32255.7,32
GB764244132,Turner & Townsend Proj Mgmnt Ltd,Turner & Townsend Proj Mgmnt Ltd,32136.0,6
167511,Rev Properties ltd,Rev Properties ltd,32120.0,12
GB298413370,AVC Wise Ltd,AVC Wise Ltd,32010.59,13
GB614867912,Education Development Trust,Education Development Trust,32000.0,1
168702,Sanford House Ltd,Sanford House Ltd,31988.239999999998,15
GB290402622,Hawthorn Hotel Ltd,Hawthorn Hotel Ltd,31846.579999999998,23
154310,Altrincham Grammar School for Girls,Altrincham Grammar School for Girls,31804.2,18
GB119280812,The Learning Alliance-Knutsford Ac,The Learning Alliance-Knutsford Ac,31668.67,18
165210,Progressive Sports,Progressive Sports,31560.0,3
GB654971403,South London & Maudsley NHS FT,South London & Maudsley NHS FT,31500.0,3
165746,Identity Care Housing,Identity Care Housing,31447.69,7
GB313651680,Specialist Computer Centres plc,Specialist Computer Centres plc,31273.75,24
166170,B & R CARE,B & R CARE,31183.079999999998,30
163871,Help & Wellbeing Ltd,Help & Wellbeing Ltd,31019.99,140
GB678792853,Iris Software Grp T/A Contact Grp,Iris Software Grp T/A Contact Grp,30938.95,1
168184,Adeel Abbas T/A Properties On Tap L,Adeel Abbas T/A Properties On Tap L,30900.0,13
GB818288205,Big Life Services,Big Life Services,30824.0,4
GB945674483,Sanderson Weatherall LLP,Sanderson Weatherall LLP,30740.0,1
165093,Richmond House Ltd,Richmond House Ltd,30688.9,14
GB389421071,Holden Knight Education Ltd,Holden Knight Education Ltd,30672.0,68
153087,Total Social Work Ltd,Total Social Work Ltd,30600.0,24
GB722887607,Safestore Ltd,Safestore Ltd,30575.53,80
GB732829814,Shorrock Trichem Ltd,Shorrock Trichem Ltd,30532.68,325
168598,Croftwood Care Cheshire Ltd,Croftwood Care Cheshire Ltd,30493.37,20
GB148374839,P Mcguinness & Co Ltd,P Mcguinness & Co Ltd,30369.0,10
165845,One2One JHJ,One2One JHJ,29835.7,45
GB125510058,Metronet (UK) Ltd t/a M24Seven,Metronet (UK) Ltd t/a M24Seven,29794.480000000003,26
GB267889233,Atherton Signs and Installations Lt,Atherton Signs and Installations Lt,29770.02,8
GB218770886,HC-One Ltd (Kings Park),HC-One Ltd (Avalon Park),29057.8,31
167583,Jacob Knight Estates,Jacob Knight Estates,29038.41,12
GB360276115,Progress Schools Limited,Progress Schools Limited,28874.0,2
GB254046128,Gainsborough Healthcare Group Ltd,Gainsborough Healthcare Group Ltd,28751.0,1
167958,Spectrum Gaming,Spectrum Gaming,28725.0,5
GB753233250,Best Companies Ltd,Best Companies Ltd,28611.5,7
133931,Limelight Health and Wellbeing Hub,Limelight Health and Wellbeing Hub,28576.0,54
GB302073948,Trusted Governor Services Limited,Trusted Governor Services Limited,28470.0,1
138593,Firsway Health Centre,Firsway Health Centre,28414.62,66
GB158556040,Stockport MBC (Accts Receiveable),North Cheshire Jewish Primary Sch,28409.969999999998,15
GB145497051,Forsyth Brothers Ltd,Forsyth Brothers Ltd,28293.0,8
GB598831281,Wernick Refurbished Buildings Ltd,Wernick Refurbished Buildings Ltd,28220.0,3
167360,Trafford West Primary Care Network,Trafford West Primary Care Network,28046.15,3
GB152847160,Warrington Borough Council,Fox Wood School,28023.909999999996,3
165628,National Housing Svcs Central Ltd,National Housing Svcs Central Ltd,27991.489999999998,15
GB691316824,Gladstone MRM Ltd,Gladstone MRM Ltd,27725.0,5
GB276179271,Access Sport CIO,Access Sport CIO,27602.5,1
168271,Derby Lodge (Preston) Limited,Derby Lodge (Preston) Limited,27514.29,16
GB184352457,Fairfield School,Fairfield School,27280.0,3
GB166117709,Euan Kellie Property Solutions Ltd,Euan Kellie Property Solutions Ltd,27120.0,13
GB857503313,Street Cars Manchester Ltd,Street Cars Manchester Ltd,27102.0,12
150453,Lostock Medical Centre,Lostock Medical Centre,27088.78,20
100920,Butterflies St Marys Pre-School,Butterflies St Marys Pre-School,27082.03,16
168258,Linelife Care Ltd,Linelife Care Ltd,27071.78,76
GB490190296,Artisan Develoments MCR Ltd,Artisan Develoments MCR Ltd,26920.0,5
159219,William Hulmes Grammar School,William Hulmes Grammar School,26911.079999999998,17
141868,LMCP Care Link,LMCP Care Link,26895.0,2
121649,St Johns Medical Centre (Altrincham,St Johns Medical Centre (Altrincham,26867.0,42
GB109678932,W V Howe Limited,W V Howe Limited,26812.579999999998,742
109949,Conway Road Medical Practice,Conway Road Medical Practice,26559.0,44
152610,Hanzak Ltd,Hanzak Ltd,26502.08,35
GB784034426,Round Midnight Ltd,Round Midnight Ltd,26500.0,1
GB819132438,BHA for Equality,BHA for Equality,26498.0,4
167898,Rivington View Ltd,Rivington View Ltd,26412.0,16
164861,Train-to-TEFL Ltd,Train-to-TEFL Ltd,26400.0,2
GB938311521,In Control Partnerships,In Control Partnerships,26000.0,3
109096,West Timperley Medical Centre,West Timperley Medical Centre,25950.0,47
GB150532641,Pinseeker UK Ltd,Pinseeker UK Ltd,25946.5,13
155122,Gtr Mcr Youth Network Ltd (GMYN),Gtr Mcr Youth Network Ltd (GMYN),25931.350000000002,17
102733,Altrincham & District Athletic Club,Altrincham & District Athletic Club,25929.0,1
GB224801238,Edsential Community Interest Compan,Edsential Community Interest Compan,25913.59,4
162084,Rolls Crescent Primary School,Rolls Crescent Primary School,25911.28,10
168556,Anavo Care (Brampton) Ltd,Anavo Care (Brampton) Ltd,25839.0,14
167263,Social Work Solutions Northwest Ltd,Social Work Solutions Northwest Ltd,25780.0,18
GB189922745,The Pavilion Project,The Pavilion Project,25722.42,96
165755,Muve Homecare,Muve Homecare,25675.0,18
GB733718820,Causeway Technologies LtdÂ,Causeway Technologies LtdÂ,25554.43,1
GB334568192,Arborforce Group Ltd,Arborforce Group Ltd,25526.53,11
100056,The Counselling & Family Centre,The Counselling & Family Centre,25519.0,5
GB221074357,CAN Digital Solutions Ltd,CAN Digital Solutions Ltd,25500.0,4
GB912274347,Spektrix Limited UK,Spektrix Limited UK,25477.65,17
144997,Kids Mix Ltd,Kids Mix Ltd,25417.8,4
GB488014966,The Therapy Shack T/A Nebula Centre,The Therapy Shack T/A Nebula Centre,25375.0,14
GB354382003,Evolve 4 Solutions Ltd,Evolve 4 Solutions Ltd,25357.21,3
167752,Lytham Tutors LTD,Lytham Tutors LTD,25335.0,63
GB916926008,Dynamis Care,Dynamis Care,25315.89,2
GB155712174,Lancashire County Council,Lancashire County Council,25301.26,17
GB334331879,Arnold Clark Car & Van Rental,Arnold Clark Car & Van Rental,25163.05,123
GB248280396,Cygnet Care Services Limited,Cygnet Health Care,25132.5,8
GB940205657,Care Corner Ltd,Care Corner Ltd,25130.12,337
GB799768329,Thomson FM Ltd,Thomson FM Ltd,25090.5,8
GB148425263,North Western Local Authorities Emp,North Western Local Authorities Emp,25080.0,12
GB2488629263,South Manchester Senior Care Ltd,South Manchester Senior Care Ltd,24933.32,83
GB200504870,Alpha Biolaboratories Legal Limited,Alpha Biolaboratories Legal Limited,24864.07,76
GB149151958,Manchester City Council,Lancasterian SchoolÂ,24681.7,7
GB794433206,Paul Grainge Ground Maint Ltd,Paul Grainge Ground Maint Ltd,24546.0,14
104882,Manchester Port Health Authority,Manchester Port Health Authority,24483.14,1
165883,Lower Kersal Community Primary,Lower Kersal Community Primary,24428.07,2
100926,Beverley Park Nursing Home,Beverley Park Nursing Home,24342.88,93
GB170248816,SCL Education and Training Ltd,SCL Education and Training Ltd,24300.0,5
GB328096096,Rawal Private Hire LTD,Rawal Private Hire LTD,24282.72,10
GB240335892,Donald Insall AssociatesÂ,Donald Insall AssociatesÂ,24280.6,2
GB834851512,Sale High School,United Learning Trust T/A Irlam,24094.0,6
122965,Thomasson Memorial School,Thomasson Memorial School,24075.67,3
168824,HC-ONE NO.1 LIMITED,HC-ONE NO.1 LIMITED,23989.379999999997,10
GB391085740,Banner Group Ltd,Banner Group Ltd,23973.93,1100
GB184352457,Fairfield School,Kirklees Council,23946.63,5
GB218770886,HC-One Ltd (Kings Park),Meridian Healthcare Ltd,23895.96,13
101993,SIMPLYHEALTH,SIMPLYHEALTH,23834.079999999998,36
106639,The Manchester Deaf Centre Ltd,The Manchester Deaf Centre Ltd,23820.0,4
168609,Meddyg Care (Rhyl) Limited,Meddyg Care (Rhyl) Limited,23779.01,9
GB645183336,NCB RiP Ltd,NCB RiP Ltd,23717.0,4
GB929155504,Chethams School of Music,Chethams School of Music,23636.65,5
156716,Manchester Occupational Therapy Svc,Manchester Occupational Therapy Svc,23635.45,54
101483,Keate House Residential Home LTD,Keate House Residential Home LTD,23334.29,38
GB310354943,Pax Systems Ltd,Pax Systems Ltd,23200.0,1
143554,Child Action Northwest,Child Action Northwest,22975.07,32
GB885446479,Manchester United Foundation,Manchester United Foundation,22880.0,1
GB727373422,BestOutcome Ltd,BestOutcome Ltd,22816.5,1
132834,St John's R.C. Primary School,St John's R.C. Primary School,22765.97,12
160175,St Margarets CE Primary School,St Margarets CE Primary School,22755.46,7
GB489478806,SH24 Digital Limited,SH24 Digital Limited,22722.78,14
GB752985390,Stopford Information Systems Ltd,Stopford Information Systems Ltd,22713.0,2
163539,Care Haven UK Ltd T/A Penarth Group,Care Haven UK Ltd T/A Penarth Group,22692.879999999997,2
GB945693968,North Lakes Children`s Services Ltd,Fostering People Ltd,22640.9,10
GB876815377,The National Fostering Agency Ltd,The National Fostering Agency Ltd,22576.440000000002,16
GB128401732,Les Mills Fitness UK Ltd,Les Mills Fitness UK Ltd,22537.73,1
168140,VSPG HOUSING LTD,VSPG HOUSING LTD,22447.0,10
155485,Child Maintenance Service,Child Maintenance Service,22305.0,12
GB168980453,G and A Taylor Hotels Ltd,G and A Taylor Hotels Ltd,22094.68,147
GB131462054,Pickering Psychology Services Ltd,Pickering Psychology Services Ltd,21969.09,43
157434,Kobia Ltd,Kobia Ltd,21860.0,32
GB789963047,TTS Group Ltd,TTS Group Ltd,21823.31,233
GB343825453,Keelagher Okey Associates Ltd,Keelagher Okey Associates Ltd,21610.45,27
GB721740459,H B Clark & Co (Successors Limited),H B Clark & Co (Successors Limited),21450.920000000002,68
167652,Houses to Manage LTD,Houses to Manage LTD,21450.0,12
GB380874370,Cheery Blossom Supported Living Ltd,Cheery Blossom Supported Living Ltd,21420.0,25
GB819485883,Charles Andrews Ltd,Charles Andrews Ltd,21400.0,9
GB820704559,Eversheds Sutherland LLP,Eversheds Sutherland LLP,21374.4,3
166902,Piara Singh T/A Property Base Ltd,Piara Singh T/A Property Base Ltd,21300.0,6
168678,Livcare Staffing Ltd,Livcare Staffing Ltd,21168.0,8
GB141594024,The ExcluSec Group Ltd,The ExcluSec Group Ltd,21097.5,7
GB863943783,Frontline Data Ltd,Frontline Data Ltd,21054.25,5
167239,Hayley Wood T/A HW Social Care Ltd,Hayley Wood T/A HW Social Care Ltd,21040.0,13
GB332257913,Adept Consulting Engineers (Mcr) Lt,Adept Consulting Engineers (Mcr) Lt,21016.0,6
GB272211045,Delta 4 Services Ltd,Delta 4 Services Ltd,21000.0,1
GB439887385,Legat Owen Limited,Legat Owen Limited,20990.0,6
142829,Davyhulme Medical Centre,Davyhulme Medical Centre,20863.0,49
GB719774100,Federation of Jewish Services,Federation of Jewish Services,20798.7,12
GB627390725,CIPFA Business Limited,CIPFA Business Limited,20748.15,6
165846,Croftwood Care UK Ltd,Croftwood Care UK Ltd,20420.72,19
GB296187749,Keppie Massie Limited,Keppie Massie Limited,20337.4,3
154543,Dual Medical Ltd,Dual Medical Ltd,20336.0,12
GB864201149,Astun Technology Ltd,Astun Technology Ltd,20250.0,2
GB797077669,Halfords Ltd,Halfords Ltd,20217.17,11
GB945092022,Patrol,Patrol,20162.5,8
GB924292816,Whites Bakery Ltd,Whites Bakery Ltd,20129.34,268
GB449232976,GM Poverty Action,GM Poverty Action,20100.0,4
163682,Flourish Together CIC,Flourish Together CIC,20000.0,1
GB198263956,Oasis Community Hub Oldham,Oasis Community Hub Oldham,20000.0,1
GB232584272,Haymarket Media Group Ltd,Haymarket Media Group Ltd,20000.0,1
GB144985182,Tute Education Ltd,Tute Education Ltd,19831.4,15
GB507477337,Barnardos,Barnardos,19819.8,13
GB287960151,Nudge Education Ltd,Nudge Education Ltd,19814.99,13
GB821612266,Memsafe Ltd,Memsafe Ltd,19701.08,23
168433,The Link Education Trust T/A Spring,The Link Education Trust T/A Spring,19645.0,3
159745,UK Fostering Ltd,UK Fostering Ltd,19641.2,8
GB618184140,Capita Property & Infrastr Ltd,Capita Property & Infrastr Ltd,19500.0,1
157567,Yashwin Consultancy Ltd,Yashwin Consultancy Ltd,19440.0,15
GB998819135,Complete Roofing Systems Ltd,Complete Roofing Systems Ltd,19320.76,2
GB202159745,NEC Software Solutions UK Ltd,NEC Software Solutions UK Ltd,19229.11,19
GB654965101,University Hospitals Birmingham NHS,University Hospitals Birmingham NHS,19212.0,8
167287,Independent Futures (UK) Limited,Independent Futures (UK) Limited,19099.0,8
168751,Elite Education JB Ltd,Elite Education JB Ltd,19092.86,5
167513,Joanne Jones Online Limited,Joanne Jones Online Limited,18999.0,2
157965,Tol-Tom Limited,Tol-Tom Limited,18900.0,14
GB747953189,Etac Ltd,Etac Ltd,18890.0,18
GB712550956,Furniture Resource Centre Ltd,Furniture Resource Centre Ltd,18803.41,84
163912,The Nomads Dramatic Society Ltd,The Nomads Dramatic Society Ltd,18772.6,2
166884,Care Plus Homecare Services Ltd,Care Plus Homecare Services Ltd,18768.75,32
162409,DNA Legal Limited,DNA Legal Limited,18678.1,50
GB100169859,Bibliotheca Ltd,Bibliotheca Ltd,18673.11,4
GB218770886,HC-One Ltd (Kings Park),HC-One Ltd (Newlands),18669.37,11
GB383040374,VIP-System Ltd,VIP-System Ltd,18606.71,18
166540,Sawn Workshop Ltd,Sawn Workshop Ltd,18600.0,7
167679,St Kentigernâs RC Primary School,St Kentigernâs RC Primary School,18588.67,6
165668,West Lancs Community High School,West Lancs Community High School,18430.0,5
GB426906483,Light and Wall Ltd,Light and Wall Ltd,18383.4,9
160516,The MileShyClub T/A #MileShyClub,The MileShyClub T/A #MileShyClub,18326.0,2
167981,Oughtrington Primary School,Oughtrington Primary School,18221.17,6
162140,Pivotal Home Care (NW) LTD,Pivotal Home Care (NW) LTD,18176.989999999998,167
166313,Capstone Foster Care (North) Ltd,Capstone Foster Care (North) Ltd,18064.11,11
GB127046923,Chetham House Ltd T/A S F Taylor,Chetham House Ltd T/A S F Taylor,17884.69,97
GB481713192,Lancashire Centre for SpLD,Lancashire Centre for SpLD,17827.0,4
GB183111339,Locala Community Partnerships C.I.C,Locala Community Partnerships C.I.C,17787.97,4
159615,Greater Outcomes Ltd,Greater Outcomes Ltd,17780.0,12
GB928650500,The Gordian Group Limited,The Gordian Group Limited,17627.6,1
158479,Oakwood Academy,Oakwood Academy,17624.08,7
GB135539413,Stage Electrics Partnership Ltd,Stage Electrics Partnership Ltd,17579.02,7
149634,Flixton Road Medical Centre,Flixton Road Medical Centre,17499.0,63
GB245719348,EE Ltd (Airtime),British Telecommunications Ltd,17496.079999999998,20
168712,CarePoint HC Limited,CarePoint HC Limited,17490.0,2
GB203245414,Paxman Musical Instruments Ltd,Paxman Musical Instruments Ltd,17452.35,3
GB190023541,Cambian Childcare Ltd,By the Bridge North West Ltd,17381.34,8
157598,Wellington Healthcare (Arden) Ltd,Wellington Healthcare (Arden) Ltd,17192.92,20
GB948043217,Care Quality Commission (CQC),Care Quality Commission (CQC),17172.0,6
GB370551073,Terry Group Ltd T/A Terry Lifts,Terry Group Ltd T/A Terry Lifts,17170.0,1
168697,Axelbond Limited,Axelbond Limited,17151.05,8
154101,DolsUK Limited,DolsUK Limited,17140.0,7
GB187076378,SH:24 CIC,SH:24 CIC,16929.06,19
166166,Wilmslow Prep School Trust Ltd,Wilmslow Prep School Trust Ltd,16910.0,3
GB464127594,Targeted Provision Ltd,Targeted Provision Ltd,16847.5,29
168090,RSG Investments Ltd,RSG Investments Ltd,16750.0,10
GB461817581,Rtech Carpets Ltd,Rtech Carpets Ltd,16746.0,11
GB118914407,Westfield Minibuses,Westfield Minibuses,16741.5,7
GB228951874,Knight Kavanagh & Page Limited,Knight Kavanagh & Page Limited,16738.0,5
GB348494558,C4 Care Limited,C4 Care Limited,16721.68,84
GB149151958,Manchester City Council,Manchester Hospital School,16665.67,3
GB108231548,People Asset Management Ltd,People Asset Management Ltd,16571.1,18
GB189131784,University of Chester,University of Chester,16560.0,3
168677,Shannon Court Care Home Ltd,Shannon Court Care Home Ltd,16518.74,14
GB410654920,MindJam Ltd,MindJam Ltd,16500.0,59
139665,Robert Brearley T/A Brearley Signs,Robert Brearley T/A Brearley Signs,16385.52,54
GB348147388,Prospere Learn Trust Chorlt High,Grange SchoolÂ (Prospere Lrng Trust),16340.42,4
164011,Calm Homecare Ltd,Calm Homecare Ltd,16320.37,25
GB270828981,TO ME TO YOU SUPPORT LTD,TO ME TO YOU SUPPORT LTD,16304.21,27
GB424378393,SSI Schaefer Plastics UK Ltd,SSI Schaefer Plastics UK Ltd,16266.9,1
165507,Daffodil Homehelp Ltd,Daffodil Homehelp Ltd,16230.759999999998,164
154971,Chorlton C of E Primary School,Chorlton C of E Primary School,16213.33,11
GB414415135,Arlingclose Ltd,Arlingclose Ltd,16207.95,1
GB163126334,The Conservation Volunteers,The Conservation Volunteers,16128.0,3
GB449451177,UKMM Project R and R Ltd,UKMM Project R and R Ltd,16068.0,11
GB422972589,Community Brands UK Ltd,Community Brands UK Ltd,16000.0,6
GB991292294,Concerto Support Services Ltd,Concerto Support Services Ltd,15995.0,2
GB204515545,GatenbySanderson Ltd,GatenbySanderson Ltd,15965.0,3
GB881441127,Substance 2005 Limited,Substance 2005 Limited,15925.0,2
GB652431358,Bibliographic Data Services Ltd,Bibliographic Data Services Ltd,15814.0,1
GB313979087,Allied Publicity Services (M/C) Ltd,Allied Publicity Services (M/C) Ltd,15802.24,14
129676,Primrose Surgery,Primrose Surgery,15755.0,41
166946,Team Lifestyle Group Limited,Team Lifestyle Group Limited,15708.19,4
162325,SpeedAdmin ApS,SpeedAdmin ApS,15701.29,6
GB677524500,Manchester Grammar School,Manchester Grammar School,15683.67,5
GB421722626,Cyber Eye Security Limited,Cyber Eye Security Limited,15666.24,2
166401,Heath Medical Ltd,Heath Medical Ltd,15660.0,10
GB274328003,Core Highways (Regions) Ltd,Core Highways (Regions) Ltd,15556.86,4
110829,Partington Family Practice,Partington Family Practice,15550.86,42
GB151472722,Tiptoes Child Therapy Services,Tiptoes Child Therapy Services,15549.75,51
152507,DWP Debt Management,DWP Debt Management,15494.66,22
157437,Victoria Johnrose Ltd,Victoria Johnrose Ltd,15480.0,15
GB857129405,Sportex Group Ltd,Sportex Group Ltd,15416.68,3
GB254753685,Schuchmann LLP,Schuchmann LLP,15391.2,6
GB880998360,LK Consult Ltd,LK Consult Ltd,15300.0,9
154677,Karen L Martin Ltd,Karen L Martin Ltd,15300.0,25
GB346731784,Application Labs Ltd T/A Sherpa-Onl,Application Labs Ltd T/A Sherpa-Onl,15284.0,10
GB779994039,Teaching Personnel Ltd,Teaching Personnel Ltd,15184.24,30
GB818216631,The Purple Company (UK) Ltd,The Purple Company (UK) Ltd,15155.7,28
164158,THOMAS Organisation,THOMAS Organisation,15150.15,9
GB292120917,Armstrong Building and Maint Ltd,Armstrong Building and Maint Ltd,15149.42,46
GB888810569,Kainos Software Ltd,Kainos Software Ltd,15000.0,4
GB486434754,Build My Bid Limited,Build My Bid Limited,15000.0,1
167717,Riyo Dental Limited,Riyo Dental Limited,15000.0,1
167558,Starting Point Community Learning P,Starting Point Community Learning P,15000.0,2
GB834859389,Centre Park Warrington (Mgmnt) Ltd,Centre Park Warrington (Mgmnt) Ltd,14978.02,5
159223,Mancunian Way,Mancunian Way,14960.0,1
GB429602744,TET Ltd,TET Ltd,14943.28,6
167605,Dr S Mustafa T/A S Mustafa Ltd,Dr S Mustafa T/A S Mustafa Ltd,14940.0,19
162322,Melland High School,Melland High School,14893.5,5
GB395334626,Bruynzeel Storage Systems Ltd,Bruynzeel Storage Systems Ltd,14889.0,1
104768,Timperley Health Centre,Timperley Health Centre,14881.0,14
GB344279291,Vine Facilities Management Ltd,Vine Facilities Management Ltd,14804.21,13
GB823820344,Gamma Network Solutions,Gamma Network Solutions,14775.86,7
GB177582662,TACE Projects Limited,TACE Projects Limited,14733.33,3
GB468420772,AM7 Capital Ltd,AM7 Capital Ltd,14680.0,7
GB763532329,Datatank Ltd,Datatank Ltd,14639.0,1
125965,Barrington Medical Centre,Barrington Medical Centre,14637.0,36
165954,Starling,Starling,14632.5,5
GB638985376,Taylor & Dewitt Investigations Ltd,Taylor & Dewitt Investigations Ltd,14630.16,137
163719,New Park Academy (Sovereign Trust),New Park Academy (Sovereign Trust),14600.560000000001,2
168511,Sale Central PCN,Sale Central PCN,14550.8,2
167198,Noahâs ART,Noahâs ART,14535.0,4
GB331612930,New Bridge Multi Academy Trust,New Bridge Multi Academy Trust,14526.91,3
GB325653502,Beam Up Ltd T/A Beam,Beam Up Ltd T/A Beam,14500.0,2
168360,Fylde Care Group Limited,Fylde Care Group Limited,14411.75,10
167233,The Endorphins Group,The Endorphins Group,14409.77,10
GB218806206,Social Value Portal Ltd,Social Value Portal Ltd,14400.0,1
GB308102602,J W Young (Butchers) Limited,J W Young (Butchers) Limited,14354.58,52
161901,OT Creative Space CIC,OT Creative Space CIC,14300.0,5
GB382808430,Hillier Nurseries Limited,Hillier Nurseries Limited,14124.8,5
GB132026562,Sharks Community Trust,Sharks Community Trust,14100.0,28
159720,Whalley Range High School,Whalley Range High School,14076.0,5
GB840709040,Delib Ltd,Delib Ltd,13995.0,1
165770,Morris Feinmann Trust,Morris Feinmann Trust,13936.8,1
166295,Davyhulme Pre-School Ltd,Davyhulme Pre-School Ltd,13935.26,20
